ACN,date,year_month,year,month,local_time,locale,state,altitude_agl,altitude_msl,flight_conditions,weather,operator,make_model,flight_phase,anomaly,detector,when_detected,result,contributing_factors,primary_problem,event_type,pilot_action,severity,narrative_1,narrative_2,synopsis
2317361,202512,2025-12,2025,12,1201-1800,ZZZ.Airport,US,,,VMC,Windshear,Air Taxi,Gulfstream IV / G350 / G450,Takeoff / Launch,Aircraft Equipment Problem Critical; Deviation - Altitude Excursion From Assigned Altitude; Deviation - Track / Heading All Types; Deviation / Discrepancy - Procedural Clearance; Inflight Event / Encounter Weather / Turbulence; Inflight Event / Encounter Unstabilized Approach,Automation Aircraft Other Automation,In-flight,Air Traffic Control Provided Assistance; Flight Crew FLC complied w / Automation / Advisory; Flight Crew Landed in Emergency Condition; Flight Crew Requested ATC Assistance / Clarification; Flight Crew Returned To Departure Airport,Aircraft; Human Factors,Aircraft,Critical Equipment Problem,Complied with Automation,High,"We were performing a maintenance check flight from ZZZ to confirm correct flight-control operation; specifically the lateral axis; due to a previous discrepancy involving an amber Lateral Control Hyd Off"" Crew Alerting System (CAS) message. We completed a briefing with company personnel outlining the flight requirements and conducted normal startup procedures. We then taxied to Taxiway 1 and burned approximately 4;000 pounds of fuel prior to takeoff per maintenance guidance.The takeoff roll was normal and as briefed. At 400 feet AGL; Flight Level Change was selected and the autopilot was engaged. During the ZZZZZ departure; at approximately 520 feet; the aircraft initiated the turn as published on the SID; at which point the amber 'Lateral Control Hyd Off' message illuminated. Flight controls became heavy; and the autopilot struggled to maintain lateral control; operating in manual reversion. The captain (PF) stated that he wanted me (PM) to advise Departure that we would be returning immediately. I responded that although controllability was reduced; the aircraft was still operating in a manner that did not require an immediate return; and that checklist procedures should be consulted once at a safe altitude.We continued climbing per the SID and ATC instructions. I retrieved the electronic checklist and navigated to the amber messages list for 'Lateral Control Hyd Off'. This directed us to section 3B-12-10; where we verified that the Lateral Control Switch was in the ON position; which it was. I then followed the hyperlink to checklist 03-13-30; 'Lateral Hard Over Prevention System (HOPS) Activation'.At this point; ZZZ [TRACON] was vectoring us and issuing climb and heading instructions. I reminded the captain of the degraded controllability and cautioned that the autopilot would likely struggle in any regime other than straight-and-level flight. I confirmed each checklist name verbally with the captain to ensure we agreed on the appropriate course of action. Next; I read aloud the introductory note and proceeded to Step 1: Autopilot -- Disconnect. Although the captain did disengage the autopilot at this point; he attempted to re-engage it multiple times throughout the remainder of the flight. I felt that this was improper and that hand-flying was the safest course of action; however; my objections to re-engaging the autopilot were not heeded.Continuing through the checklist; we reached the decision point: ""Is system deemed necessary for continued safe flight and landing?"" We both agreed that it was; and proceeded with resetting the circuit breaker. This action restored hydraulic pressure; extinguished the CAS message; and we operated normally for approximately 2-3 minutes. Given that this was a maintenance check flight; we discussed and agreed to continue with the original plan to climb to 15;000 feet and maneuver the aircraft through various configurations to verify proper flight-control operation.The next 20 minutes of flight were uneventful. At 15;000 feet; we conducted turns to headings and fixes with the autopilot both engaged and disengaged. We then slowed and configured the aircraft for landing and repeated the same maneuvering sequence. No control issues were noted; the CAS message did not reappear; and we concluded that the earlier indication had been isolated and corrected. We began our return to ZZZ; briefed the approach; completed performance initialization for landing; and accomplished the appropriate checklists. We had a discussion about how to handle the 'Lateral Control Hyd Off' message if it were to appear while on approach into ZZZ.While being sequenced onto the final approach course for the RNAV Runway XX at ZZZ; during another right turn--similar to the initial turn after departure--and in the turbulence common at low altitudes in the City X area; the ""Lateral Control Hyd Off"" message illuminated again. The PF struggled to maintain lateral control to the desired fix and was unable to meet the altitude constraints of the approach. With the aircraft partially configured for landing; we determined that we would be unable to stabilize the approach from our current position. We advised ATC that we needed to turn west and be re-sequenced. ATC issued an assigned altitude and heading; which was read back correctly. The captain initiated the turn; and we began accelerating and de-configuring the aircraft.While I was head-down changing flap and gear configurations; ATC reiterated the assigned altitude and heading. I looked up at the right-seat Primary Flight Display and observed that we were approximately 400 feet off altitude; trending further away from the clearance; and more than 30 degrees off the assigned heading. Due to the inability to maintain assigned altitude and heading; combined with crossing traffic 1;000 feet above us descending into ZZZ1; I immediately requested priority handling to remove altitude constraints and help absolve of us of our inability to meet the clearance. I was reprimanded in the moment for not consulting the PF prior to requesting; but I stated that the inability to comply with ATC clearances following an unstable approach and with degraded primary flight control capability warranted the request.Over the next several minutes; we coordinated with ATC regarding our intentions; aircraft condition; fuel state and passenger count. We requested a long final to allow for stabilization and executed the plan. During the final approach segment; the aircraft again became unstable; and we discontinued the approach. With a crosswind exceeding 50 degrees off the runway heading; the approach was extremely challenging. I advocated diverting to either ZZZ1 or ZZZ2 due to increased runway length and potentially more favorable wind conditions. The captain questioned making an attempt at landing the shorter runway at ZZZ; but ultimately agreed when I strongly recommended against landing on a shorter runway with a crosswind component exceeding 30 degrees.We discontinued the approach; advised ATC of our diversion to ZZZ2; and proceeded accordingly. After reprogramming the FMS; I revisited checklist 03-13-30 (Lateral HOPS Activation). Although we had previously completed it; the flight conditions had changed; and I wanted to ensure no steps had been overlooked. The captain agreed. Upon restarting the checklist; he asked whether we should reset the C4 POP circuit breaker again. I advised that the checklist specified ""Pull/Reset ONCE;"" and that this action had already been completed. We agreed not to reset it again and continued with the remaining steps; confirming that the system had not reset.Upon completion; the checklist directed us to brief a Flaps 20 landing; activate the GPWS override; and expect no ground spoilers upon rollout. I referenced the Inoperative Equipment Table in the Performance Handbook to determine landing distance with Flaps 20 and inoperative ground spoilers. We briefed the landing at ZZZ2 and conducted a 20-mile final with a shallow descent rate to minimize over-controlling and over-correction.After landing; we taxied clear of the runway and contacted our operations department for further guidance.I was dissatisfied with several aspects of the event. First; I felt the PF over-relied on the autopilot. Without hydraulic assistance; the system could not effectively turn or roll out on heading; resulting in frequent overshoots. This repeatedly triggered AUTOPILOT 1 & 2 FAIL and Flight Guidance Computer 1 FAIL messages. Once these messages extinguished; the autopilot was re-engaged; only to fail again on the next turn. This cycle generated multiple CAS messages and aural alerts; degrading situational awareness and requiring excessive manual correction.Additionally; spoiler fluttering was a concern. With no hydraulic pressure to hold the spoilers down; low pressure over the wing caused them to rise; triggering spoiler indications on the synoptic pages and CAS messages. I had to repeatedly remind the captain that the spoilers were not actually deployed but floating due to lack of  hydraulic pressure. The resulting red Aircraft Configuration and Ground Spoilers Deployed CAS messages; along with non-mutable triple chimes; created distraction and tunnel vision. I was disappointed by what appeared to be a lack of foundational understanding of the aircraft's fail-down state. On multiple occasions; the PF attempted to deploy flight spoilers to slow the aircraft. I reminded him that the spoilers were inoperative and that drag could only be increased through flap or gear extension; or by reducing thrust.Overall; the event resulted in a positive outcome. However; it highlighted several areas that warrant further debrief with the other crew member. I would like to ensure that communication or language barriers were not contributing factors during moments when it felt as though the crew was not aligned.Cause: Mechanical Issue previously seen on this aircraft within the last 12 months.Further factors contributing to confusion inside of the mechanical issue were communications and language barriers between crew members; potentially inadequate aircraft systems knowledge; improper reliance on auto flight systems.Suggestions: Proper Maintenance; and procedures could potentially prevent this issue; but there is no evidence to suggest steps were not followed. During the event; as a crew; better communication skills; better understanding of aircraft systems; proper monitoring of flight path and energy state; better manual flying proficiency and instrument scanning / cross checking.""",,G450 First Officer reported a Lateral Control Hyd Off indication during climb on a test flight for said indication. Crew followed checklist and indication reappeared. Crew returned to departure airport.
2317395,202512,2025-12,2025,12,0601-1200,ZZZ.Airport,US,,4500.0,,Turbulence,Air Carrier,A321,Climb,Aircraft Equipment Problem Critical; Deviation - Speed All Types; Inflight Event / Encounter Loss Of Aircraft Control; Inflight Event / Encounter Weather / Turbulence,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Regained Aircraft Control; Flight Crew Requested ATC Assistance / Clarification; Flight Crew Became Reoriented; Flight Crew Diverted; Flight Crew Landed As Precaution,Aircraft; Weather,Weather,Loss of Control,Regained Aircraft Control,High,We were operating Flight ABCD ZZZ-ZZZZ; during taxi out departing aircraft were reporting wind shear on departure but the Tower was not reporting any wind shear on departure but was reporting +/- 15th on final for XXL. Captain was PF; he asked me run wind shear numbers for takeoff for Runway XXR; we briefed the RTO (Rejected Takeoff) again and wind shear. Takeoff roll and liftoff were normal. Once airborne we were on the ZZZZZ X departure which has a 210kt restriction on the first fix. At thrust reduction altitude we retracted flaps from 2 to 1 but Captain held TOGA power for a little longer due to +/- 20kt airspeed fluctuations. After reducing to CLB thrust we hit what we believe to be severe turbulence; Captain called for flaps 0 due to rapidly increasing airspeed; this was followed by our Flight Directors to kick off at the same time we got a momentary flap over speed alarm all while Captain fighting to maintain control as the aircraft was trying to roll rapidly. During this time the engines had rolled back to flight idle; regardless of the thrust levers being in the CL detent. Captain increased to FLX/MCT (Maximum Continuous Thrust) with zero change to engine thrust; he then elected to go back to TOGA power at which time the engines responded with full power as the airplane was approaching Vls. We had deviated slightly off of the SID track and I called Departure to let them know about the turbulence we had encountered. We ended up accelerating to approximately 320 at around 3000' because we wanted to get our airspeed back and were concerned what would happen once we reduced the levers to CL again. I told ATC what was happening and they gave us a vector and altitude to fly; no emergency was declared. After reaching smooth air at around 4500' we ran after takeoff checklist and proceeded on route. The rest of the departure and flight was normal. Once we reached cruise Captain contacted Dispatch and Maintenance to inform them of what happened with the turbulence and engine roll back. After taking a break around the 2 hour mark; we coordinated with the rest of the crew on their thoughts of how extreme the turbulence was using our charts in the FOM. Once we determined it was moderate; borderline severe; Captain called Dispatch and we were told to divert to ZZZ1 so the plane could be taken out of service. The arrival and landing were normal. We were met by Maintenance at the gate so they could get the information straight from us; Captain filled out the logbook and we collected our things to leave the airplane. We were then placed on the continuing flight as DH to resume our pairing; half way to ZZZZ we received notice we would be DH back to ZZZ1 the following morning and removed from our pairing.,,Air carrier First Officer reported a moderate/severe turbulence encounter on climb. Crew diverted and aircraft was taken out of service.
2317596,202512,2025-12,2025,12,1201-1800,ZZZ.Tower,US,,4000.0,IMC,Windshear; Turbulence,Air Carrier,B737 Undifferentiated or Other Model,Final Approach,Deviation - Speed All Types; Inflight Event / Encounter Unstabilized Approach; Inflight Event / Encounter Loss Of Aircraft Control; Inflight Event / Encounter Weather / Turbulence,Person Flight Crew,In-flight,Flight Crew Executed Go Around / Missed Approach; Flight Crew Regained Aircraft Control,Weather,Weather,Loss of Control,Executed Go-Around,High,While turning to intercept the localizer for the ILS XXR into ZZZ; experienced moderate turbulence. The aircraft overbanked into a slightly more than 30 degree bank angle and we experienced airspeed gains of 25 knots. The flight crew performed the upset recovery procedure as they considered this an undesired aircraft state. Upon completing the procedure; the flight crew decided it was more appropriate to execute an intermediate missed approach than to continue to land. Flight crew performed the missed and received vectors back to the airport uneventfully. No aircraft exceedances occurred.,Turning in out to intercept the final approach course; we experienced moderate turbulence and the aircraft over banked to a 30 degree angle and airspeed increased to 25 knots.  We identified an undesired aircraft state. We performed the upset manuever.  Went around and performed a normal approach.  No aircraft exceedance happened.  Landed normally.,B737 flight crew reported turbulence and loss of control on approach.
2317633,202512,2025-12,2025,12,0601-1200,ZZZ.TRACON,US,,12000.0,VMC,Windshear; Turbulence,Air Carrier,EMB ERJ 170/175 ER/LR,Initial Approach,Deviation - Altitude Overshoot; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Clearance; Inflight Event / Encounter CFTT / CFIT,Person Flight Crew; Person Air Traffic Control,In-flight,Flight Crew FLC complied w / Automation / Advisory,Human Factors; Weather,Human Factors,Terrain / Obstacle Alert (CFIT/CFTT),Complied with Automation,Medium,We were coming into ZZZ on a VMC day on the ZZZZZ X and we were in continuous moderate turbulence passing through 12;000ft. The bottom altitude of the STAR is 10;000ft; and I heard ATC issue us a clearance down to 7;000ft. I bugged 7;000ft; but I do not remember if I announced that to my FO (First Officer) or if my FO acknowledged my input. While this was happening; I was trying to slow the aircraft while getting configured; as ATC had us at 290kts assigned 5 miles from the last fix of the STAR which had a 210kt speed restriction. Passing through 8;000ft; my FO said that we felt low; and I agreed. Just as we were about to query ATC; ATC asked us if we were on a base leg to the runway. We said we were not and then ATC issued us a low altitude alert; and told us to turn to a heading and climb to 8;000ft. Immediately thereafter; ATC cleared us for the visual XXR; and we made a stable approach to a landing. At no time did we ever get a GPWS warning or did ATC issue us a brasher warning. As we were debriefing at the gate; the FO mentioned the clearance might have been down to 9;000ft instead of 7;000ft; but he wasn't sure. Additionally; neither one of us recalled a visual approach clearance prior to the low altitude alert. While we did not receive a brasher warning; I am writing this report in case we accidentally had an altitude deviation. Cause: Task saturation. I was task saturated trying to keep the aircraft from overspeeding in moderate turbulence and lost overall situational awareness. If I had taken a second; I would have realized bugging an altitude that was lower than the FAF altitude would not make sense; and then queried either my FO or ATC or both.Suggestions: I will adopt a technique I was seen several pilots do; which is to keep a hand on the altitude selector knob until the other pilot verbally confirms the new input. Additionally; knowing the surface conditions at ZZZ were gusty; I should have asked to slow earlier than I did to alleviate some of the workload and prepare for a turbulent arrival and approach.,I was pilot monitoring. We were transitioning from the ZZZZZX arrival into the downwind for XXR visual approach. As we were coming in on the STAR we started picking up light to moderate consistent chop; that continued all the way down to landing. LLWS was in effect for ZZZ airport. As we entered in on the left downwind for Runway XXR ATC had given us a clearance to 9;000 ft. PF began to set the altitude as we were still getting bumped around. With these bumps and planning for our approach we missed the standard callout for setting the altitude. As we began to descend through 9;000 feet I know we were starting to get close to some terrain in the surround area. I checked the plate for the ILS XXR and noticed that the FAF was 7;400'. I then promtely ask the Captain if we were cleared down to 7;000' because that was the altitude that was in the altitude select window. As I was questioning the altitude to my Captain; Approach Control had come on the radio and ask if we were in our base turn. I responded that we were not and that we were still in the downwind. ATC then responds saying we were issued 9;000' and that we have a low altitude alert and to turn left immediately and climb back up to 9;000'. We complied and Approach Control then cleared us for the visual and we continued to land safely. No other issues or a brasher warning given. Cause: We had missed the altitude select call out that is standardized. I believe it was due to the light to moderate chop we were experiencing while trying to configure the aircraft for landing. We ultimately got task saturated and missed a standard callout out that would have mitigated this issue. Suggestions: This situation will always be in the back of my head on what missing a standard callout can have a chain reaction that can be noticed later in flight once something might be going wrong.,EMB-175 flight crew reported ATC issued a low altitude alert on approach.
2317729,202512,2025-12,2025,12,1801-2400,ZKC.ARTCC,KS,,34000.0,VMC,,Air Carrier,B737 Undifferentiated or Other Model,Cruise,Deviation - Altitude Excursion From Assigned Altitude; Inflight Event / Encounter Loss Of Aircraft Control; Inflight Event / Encounter Wake Vortex Encounter,Person Flight Crew,In-flight,Flight Crew Returned To Clearance; Flight Crew Regained Aircraft Control; General Physical Injury / Incapacitation,Procedure; Environment - Non Weather Related,Ambiguous,Loss of Control,Regained Aircraft Control,High,We were at cruise; FL340 in very light chop to smooth air with the seat belt sign off when we experienced a wake turbulence upset. The FO was PF and immediately assumed control of the A/C (Aircraft); as I believe the autopilot kicked off as the A/C rolled excessively.  My FO performed the 'Upset Recovery Maneuver' per the FM and stabilized the A/C in level flight. The event probably lasted less than 10 seconds.  After the event; the FA's were contacted and were asked if everyone was ok; the reply was that everyone was fine. We were following an Airbus about 10 miles ahead of us at our altitude with a direct head wind of 80 to 90 knots. After we landed I was informed that two flight attendants may have in fact suffered injuries from the upset event. I was not informed that they were unable to perform their inflight duties because of their injuries.,While level with the autopilot engaged; experienced an upset.  Prior to the event the captain told the flight attendants to only offer water service due to potential turbulence ahead.   At cruise; I did not have my hands on the yoke or throttles.  I noticed an extremely large bank angle. At that time; I took control of the yoke and tried it maintained wings level and stated verbally upset recovery by pushing and rolling.  I'm sure I had almost full yoke deflection to try to maintain wing level.  I'm not sure of the bank angle. I was using two hands to accomplish this. The autopilot disengaged and I had both hands on the yoke to maintain wings level.  Not sure if I disengaged the autopilot or if it disengaged because of my input on the yoke; same for the auto throttle. Captain told me to not over control.  I recovered to level flight and reengaged the automation. There was an airbus in front of us and winds off our nose that probably caused our upset.  Don't think we lost more than three hundred feet during the process.,B737 flight crew reported an inflight upset occurred when they encountered wake turbulence at FL340 ten miles in trail of an Airbus.
2317744,202512,2025-12,2025,12,1801-2400,SFO.Airport,CA,300.0,,,Rain,Air Carrier,Commercial Fixed Wing,Final Approach,Deviation - Speed All Types; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Weather / Turbulence; Inflight Event / Encounter CFTT / CFIT; Inflight Event / Encounter Unstabilized Approach,Automation Aircraft Terrain Warning,In-flight,Flight Crew Took Evasive Action; Flight Crew Executed Go Around / Missed Approach; Flight Crew Became Reoriented,Weather; Human Factors,Human Factors,Terrain / Obstacle Alert (CFIT/CFTT),Executed Go-Around,Medium,Weather was calling for winds 160 at 23 gusting 41 with rain. Landing runway 19L at SFO. FO was pilot flying that leg and I offered to take the landing if he felt uncomfortable with it. He wanted to try it and I said if it gets too sporty he could transfer the controls to me. We had an alternate of LAX which left us with about 15.8 on landing in SFO which gave us a landing weight about 3000 under structural. That along with the weather gave us an approach speed of 162 kts. On final there was an update of LLWS on approach.  Around the final approach fix a couple things happened. 1. Tower told us that there was an object reported on 19L and we were offered to sidestep to 19R. 2. Wind shear started to pick up significantly. With those things happening the FO asked if I could take control. So I took control and requested final flaps. We continued and between 1000 and 500 feet we hit a large shear which drove our airspeed up to 188 causing a flap 30 load relief to 25 the FO called it out and we waited for the flaps to re-extend to 30. the flaps did not extend back to 30 around that time the tower called us telling us that 19L was available.With all these things going on we had missed the 500 foot gate. We decided to go around and at that time we received a too low terrain notification. Since we were already going around and were visual we continued the go around. We came back and had a normal landing. We looked it up afterward and there is a caution in the FM that says you may receive a too low terrain notification instead of a too low flaps notification and should drive you to perform a terrain escape maneuver. We had not done that. Instead we had done a standard go around. There was no apparent threat as we were visual and already performing the go around. However we determined that by the book we really should had performed a terrain escape maneuver,,Air carrier Captain reported executing a missed approach due to a GPWS terrain warning on approach to SFO. Flight returned for a normal landing.
2317749,202512,2025-12,2025,12,,ZZZ.TRACON,US,,14000.0,IMC,Turbulence,Air Carrier,A319,Descent,Deviation - Speed All Types; Inflight Event / Encounter Loss Of Aircraft Control; Inflight Event / Encounter Weather / Turbulence,Person Flight Crew,In-flight,Air Traffic Control Issued New Clearance; Flight Crew Requested ATC Assistance / Clarification; Flight Crew Regained Aircraft Control,Weather,Weather,Loss of Control,Regained Aircraft Control,High,Encountered severe turbulence past ZZZZZ on ZZZZZ1 arrival for 10 seconds.Gain of airspeed 30 knotsBank 20 degrees. Informed ATC. Mitigated attitude and requested new clearance.FAs reported no injuries.Rest of the flight was normal.,,A319 Captain reported a severe turbulence encounter on arrival STAR. Crew informed ATC and rest of flight was normal.
2317992,202512,2025-12,2025,12,0601-1200,ZZZ.ARTCC,US,,37000.0,Mixed,Turbulence; Windshear; 6,Personal,Citation II S2/Bravo (C550),Cruise,Aircraft Equipment Problem Critical; Deviation - Speed All Types; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Weather / Turbulence,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Aircraft Equipment Problem Dissipated; Flight Crew Landed in Emergency Condition; Flight Crew Requested ATC Assistance / Clarification; Flight Crew Diverted,Aircraft; Human Factors,Aircraft,Critical Equipment Problem,Diverted Flight,High,On Day 2; I was flying a Citation from ZZZ1 to ZZZ2 on the way to ZZZ3 with the owner of the aircraft and another pilot who was assisting me.  I was at 37;000' over Location X in intermittent IMC when the left engine rolled back from approximately 100% power to 65%.  For approximately 15 minutes I went through troubleshooting steps including running checklists and noting engine parameters.  The left engine remained at 65% despite these actions.  As I was working through the situation; the speed of the aircraft gradually slowed and the angle of attack slowly increased.  I asked for a lower altitude of 35;000' which ATC authorized.  The engine was still not responding properly so I determined that a diversion would be appropriate to ZZZ; about 70 miles behind us to the West. I tried twice to make a radio call on ZZZ Center but the frequency was very congested (likely due to the extreme turbulence over the area that day and numerous diversions).  Since the speed was continuing to decay and we were still in intermittent IMC conditions; I requested priority handling and asked to divert to ZZZ.  ATC was very helpful and I got turned around and started to run our checklists to prepare for landing.  While descending through 28;000'; the left engine power was restored.  I wasn't sure if I should terminate the priority handling so I just continued what I was doing at that point.  I landed at ZZZ airport uneventfully and debriefed with an airport official. In hindsight; I wish we had simply asked for a diversion earlier instead of priority handling as I only needed a precautionary landing to assess the situation on the ground.For additional context; this flight was conducted to return the aircraft to its home base in ZZZ3 so the engine could be evaluated by the appropriate maintenance personnel. The owner chose to accompany the flight after being informed of a previous engine-related event that occurred on Day 0. During the final leg of that flight; approximately 150 miles south of ZZZ1 the engine experienced a temporary power fluctuation before returning to normal operation within several minutes. The flight concluded in ZZZ1 without further issues.  I communicated the event to the owner and the aircraft manager immediately upon landing. After being notified; they indicated their intention to have the aircraft returned to ZZZ3 promptly so the engine could be inspected by their maintenance team.,,Citation II S2/Bravo Captain reported an engine malfunction during cruise. The flight diverted to an alternate airport and landed.
2318123,202512,2025-12,2025,12,1201-1800,TJSJ.ARTCC,PR,,37000.0,,,Air Taxi,Light Transport; Low Wing; 2 Turbojet Eng,Cruise,Aircraft Equipment Problem Less Severe; Deviation - Track / Heading All Types; Deviation / Discrepancy - Procedural Clearance,Automation Aircraft Other Automation; Person Flight Crew,In-flight,Air Traffic Control Issued New Clearance; Aircraft Equipment Problem Dissipated; Flight Crew Requested ATC Assistance / Clarification,ATC Equipment / Nav Facility / Buildings; Aircraft; Human Factors,ATC Equipment / Nav Facility / Buildings,Track / Heading Deviation,Requested ATC Assistance,Medium,Spoofing/jamming loss of flight plan and long range navigation 250 nm from St Thomas airport at 37;000 feet.  Score board went from lnav to roll mode. We reengaged lnav. It worked for 10 seconds then went back to roll mode. Then we noticed flight plan was completely wiped out of the fms. Including origin ZZZ and destination TIST. Fms had an error msg that said. Invalid custom DB. We resorted to getting radar vectors to our destination. After 10 minutes. We were able to reload remaining flight plan and it remained intact and active.  However ATC at that time wanted to keep us on radar vectors to the field.,,Air taxi Captain reported GPS jamming during cruise flight that resulted in a temporary loss of long range navigation and autoflight malfunctions. The flight requested vectors from ATC and after a short period of time; the aircraft navigation platform recovered and the flight continued to the destination.
2318450,202512,2025-12,2025,12,1801-2400,ZZZ.TRACON,US,,,,,Air Carrier,B777-200,Climb,Aircraft Equipment Problem Critical; Deviation - Speed All Types; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Weight And Balance,Automation Aircraft Other Automation; Person Flight Crew,In-flight,Flight Crew Landed in Emergency Condition; Flight Crew Returned To Departure Airport,Aircraft,Aircraft,Critical Equipment Problem,Other Action,High,Had a RIGHT ENG compressure stall/Surge on climb out passing FL190.  Requested priority handling and returned to ZZZ.  Landed overweight using LEFT REV and MANUAL BRAKES.  Rolled to end of XXL; cleared runway and had Airport Rescue and Firefighting (ARFF) check aircraft and BRAKES.  Got the all clear and taxied back to the gate.  Do to heavyweight and high approach speeds Flaps 5 speed might have been exceeded by 4-5 knots.  Cause: Check the airspeed before calling flaps.,,B777-200 flight crew reported engine compressor stall/surge during departure climb. Flight safely returned to departure airport.
2318509,202512,2025-12,2025,12,0601-1200,ZZZ.ARTCC,US,,27000.0,,,Fractional,PC-12,Cruise,Aircraft Equipment Problem Critical; Deviation - Altitude Excursion From Assigned Altitude; Deviation - Track / Heading All Types,Person Flight Crew,In-flight,Flight Crew Diverted; Flight Crew Landed in Emergency Condition; Flight Crew Requested ATC Assistance / Clarification; General Flight Cancelled / Delayed,Aircraft,Aircraft,Critical Equipment Problem,Diverted Flight,High,"While enroute from ZZZ1-ZZZ2 in Aircraft X; we encountered a rapid cabin depressurization. In cruise at FL270; we suddenly hear a loud pop; immediately following this was an amber ACS Low Inflow"" CAS (Crew Alerting System) message; I asked ATC for a descent immediately. Within seconds we got a red ""CABIN ALTITUDE"" CAS and aural callout. Our cabin altitude rose to almost 15;000'.  We requested priority handling and immediately put on O2 masks. Emergency descent mode was then activated and we began a descent down to 10;000' then soon 6000'. This caused us to deviate from ATC assigned altitudes; routes; and headings. We ran all QRH checklists and completed them once we had masks on and the aircraft under control. We had 2 crew on board; no passengers; and about 3 hours of fuel remaining. As a crew; we made the decision to divert to ZZZ which was one of the closest nearby airports.""",,A fractional Captain reported rapid cabin depressurization and a diversion to the closest suitable airport.
2318698,202512,2025-12,2025,12,1201-1800,ZZZ.TRACON,US,,2600.0,,10,Corporate,Cessna Citation Sovereign (C680),Initial Approach,ATC Issue All Types; Deviation - Altitude Overshoot; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter CFTT / CFIT,Person Air Traffic Control,In-flight,Air Traffic Control Issued Advisory / Alert; Air Traffic Control Issued New Clearance; Flight Crew Became Reoriented,Airspace Structure; Procedure; Human Factors; Environment - Non Weather Related,Human Factors,Terrain / Obstacle Alert (CFIT/CFTT),Became Reoriented,Medium,We picked up the plane from ZZZ1. I was the pilot flying and my co pilot was pilot monitoring. This was a ferry/training flight as the copilot has few hours in type and was recently hired.We requested the RNAV XX into ZZZ even though it was VMC. We were cleared direct to ZZZZZ and to cross ZZZZZ at 3600 or above. The copilot selected 3600 in the altitude selector; and I said leave at 4000 he already selected 3600 and began to change back to 4000 which deselected the VS mode. I said put 3600 in and we began our descent. The copilot had not completed the approach check list and I said let's get that done as we were a little behind.I was watching him run the check list and made sure the FMS was programmed and selected the approach mins and tried arming the approach. The approach would not arm and continued visually. We were VMC and had the airport in sight outside the IAF so we continued. I realized the auto pilot did not capture the 3600 feet just as ATC issued a low altitude alert. We advised ATC we had the airport and were cleared for the visual approach. We were at 2600 feet and had the airport insight about 6 miles ahead. I disconnected the auto pilot; and hand flew a visual approach and landed. Contributing factors to the event were the PIC not seeing the VS mode deselected; the copilot being new to the plane and me trying watch and explain procedures while flying.,,Cessna Citation Sovereign Captain on final approach reported a descent below the glidepath that resulted in a Low Altitude Alert from ATC.
2318717,202512,2025-12,2025,12,0601-1200,ZZZ.TRACON,US,,4500.0,Marginal,Rain; Turbulence; 3,Personal,Falcon 7X,Initial Climb,Deviation - Altitude Overshoot; Deviation - Altitude Undershoot; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter CFTT / CFIT,Person Air Traffic Control,In-flight,Air Traffic Control Issued Advisory / Alert; Flight Crew Became Reoriented; Flight Crew Returned To Clearance; Flight Crew Took Evasive Action,Procedure; Human Factors; Airspace Structure,Human Factors,Terrain / Obstacle Alert (CFIT/CFTT),Took Evasive Action,Medium,On climb off of runway XXR we received a low altitude alert from ZZZ. I initiated a steeper climb rate; while hand flying the aircraft; and turned to heading of XXX as depicted on the departure procedure. I noticed we were climbing through our assigned altitude of 4000 and began to pitch down. ATC also indicated we were above our assigned altitude. The FO noted 4;500' at the top of our altitude correction prior to returning to our assigned altitude of 4000.,,A Falcon 7X Captain reported that ATC issued a Low Altitude Alert during initial climb.
